Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-05-18,42.04999923706055,45.0,38.0,38.22999954223633,573576400,0,0
2012-05-21,36.529998779296875,36.65999984741211,33.0,34.029998779296875,168192700,0,0
2012-05-22,32.61000061035156,33.59000015258789,30.940000534057617,31.0,101786600,0,0
2012-05-23,31.3700008392334,32.5,31.360000610351562,32.0,73600000,0,0
2012-05-24,32.95000076293945,33.209999084472656,31.770000457763672,33.029998779296875,50237200,0,0
2012-05-25,32.900001525878906,32.95000076293945,31.110000610351562,31.90999984741211,37149800,0,0
2012-05-29,31.479999542236328,31.690000534057617,28.649999618530273,28.84000015258789,78063400,0,0
2012-05-30,28.700000762939453,29.549999237060547,27.860000610351562,28.190000534057617,57267900,0,0
2012-05-31,28.549999237060547,29.670000076293945,26.829999923706055,29.600000381469727,111639200,0,0
2012-06-01,28.889999389648438,29.149999618530273,27.389999389648438,27.719999313354492,41855500,0,0
2012-06-04,27.200000762939453,27.649999618530273,26.440000534057617,26.899999618530273,35230300,0,0
2012-06-05,26.700000762939453,27.760000228881836,25.75,25.8700008392334,42473400,0,0
2012-06-06,26.06999969482422,27.170000076293945,25.520000457763672,26.809999465942383,61489200,0,0
2012-06-07,27.0,27.350000381469727,26.149999618530273,26.309999465942383,26159500,0,0
2012-06-08,26.549999237060547,27.760000228881836,26.440000534057617,27.100000381469727,38034000,0,0
2012-06-11,27.18000030517578,28.06999969482422,26.84000015258789,27.010000228881836,28219600,0,0
2012-06-12,27.479999542236328,27.770000457763672,26.959999084472656,27.399999618530273,15816800,0,0
2012-06-13,27.65999984741211,28.100000381469727,27.100000381469727,27.270000457763672,17102800,0,0
2012-06-14,27.649999618530273,28.31999969482422,27.3799991607666,28.290000915527344,16855000,0,0
2012-06-15,28.510000228881836,30.100000381469727,28.350000381469727,30.010000228881836,43563800,0,0
2012-06-18,29.959999084472656,32.08000183105469,29.40999984741211,31.40999984741211,42978900,0,0
2012-06-19,31.540000915527344,32.18000030517578,30.700000762939453,31.90999984741211,30849000,0,0
2012-06-20,31.920000076293945,31.93000030517578,31.149999618530273,31.600000381469727,15553600,0,0
2012-06-21,31.670000076293945,32.5,31.510000228881836,31.84000015258789,21875300,0,0
2012-06-22,32.40999984741211,33.45000076293945,32.060001373291016,33.04999923706055,74834000,0,0
2012-06-25,32.86000061035156,33.02000045776367,31.549999237060547,32.060001373291016,24352900,0,0
2012-06-26,32.689998626708984,33.439998626708984,32.5,33.099998474121094,24858700,0,0
2012-06-27,32.459999084472656,32.900001525878906,31.899999618530273,32.22999954223633,28568000,0,0
2012-06-28,31.959999084472656,32.189998626708984,30.899999618530273,31.360000610351562,17713300,0,0
2012-06-29,31.920000076293945,31.989999771118164,30.760000228881836,31.100000381469727,19526900,0,0
2012-07-02,31.25,31.729999542236328,30.549999237060547,30.770000457763672,14122000,0,0
2012-07-03,30.90999984741211,31.440000534057617,30.799999237060547,31.200000762939453,8763600,0,0
2012-07-05,31.31999969482422,31.6299991607666,31.020000457763672,31.469999313354492,10032100,0,0
2012-07-06,31.440000534057617,31.899999618530273,31.260000228881836,31.729999542236328,10945600,0,0
2012-07-09,32.099998474121094,32.880001068115234,31.989999771118164,32.16999816894531,17785200,0,0
2012-07-10,32.43000030517578,32.47999954223633,31.15999984741211,31.469999313354492,14269500,0,0
2012-07-11,31.479999542236328,31.559999465942383,30.549999237060547,30.969999313354492,13030300,0,0
2012-07-12,30.700000762939453,31.399999618530273,30.600000381469727,30.809999465942383,11300700,0,0
2012-07-13,31.040000915527344,31.06999969482422,30.559999465942383,30.719999313354492,8108300,0,0
2012-07-16,30.5,30.5,28.209999084472656,28.25,24672100,0,0
2012-07-17,28.479999542236328,28.59000015258789,27.149999618530273,28.09000015258789,30438600,0,0
2012-07-18,28.309999465942383,29.290000915527344,28.149999618530273,29.110000610351562,16841800,0,0
2012-07-19,29.40999984741211,29.5,28.6299991607666,29.0,13685100,0,0
2012-07-20,29.0,29.469999313354492,28.719999313354492,28.760000228881836,11869100,0,0
2012-07-23,28.1200008392334,29.0,28.010000228881836,28.75,12390700,0,0
2012-07-24,28.81999969482422,29.450000762939453,28.100000381469727,28.450000762939453,11539800,0,0
2012-07-25,28.389999389648438,29.489999771118164,28.079999923706055,29.34000015258789,17230200,0,0
2012-07-26,27.75,28.229999542236328,26.729999542236328,26.850000381469727,64597400,0,0
2012-07-27,23.190000534057617,24.540000915527344,22.280000686645508,23.709999084472656,123102300,0,0
2012-07-30,24.0,24.040000915527344,23.030000686645508,23.149999618530273,29285900,0,0
2012-07-31,23.3700008392334,23.3700008392334,21.610000610351562,21.709999084472656,56179400,0,0
2012-08-01,21.5,21.579999923706055,20.84000015258789,20.8799991607666,44604400,0,0
2012-08-02,20.770000457763672,20.84000015258789,19.81999969482422,20.040000915527344,56374500,0,0
2012-08-03,20.360000610351562,22.15999984741211,19.899999618530273,21.09000015258789,80647000,0,0
2012-08-06,21.389999389648438,22.149999618530273,21.299999237060547,21.920000076293945,27778900,0,0
2012-08-07,22.200000762939453,22.450000762939453,20.5,20.719999313354492,36782900,0,0
2012-08-08,20.709999084472656,21.149999618530273,20.219999313354492,20.719999313354492,29537400,0,0
2012-08-09,20.75,21.170000076293945,20.610000610351562,21.010000228881836,15610700,0,0
2012-08-10,21.40999984741211,21.81999969482422,21.1299991607666,21.809999465942383,25794700,0,0
2012-08-13,22.149999618530273,22.450000762939453,21.399999618530273,21.600000381469727,24973100,0,0
2012-08-14,21.40999984741211,21.600000381469727,20.25,20.3799991607666,39308800,0,0
2012-08-15,20.639999389648438,21.40999984741211,20.399999618530273,21.200000762939453,47861100,0,0
2012-08-16,20.440000534057617,20.479999542236328,19.690000534057617,19.8700008392334,157565300,0,0
2012-08-17,20.010000228881836,20.079999923706055,19.0,19.049999237060547,129293400,0,0
2012-08-20,19.049999237060547,20.1299991607666,18.75,20.010000228881836,101186600,0,0
2012-08-21,19.579999923706055,19.979999542236328,19.09000015258789,19.15999984741211,70640600,0,0
2012-08-22,19.360000610351562,19.530000686645508,18.959999084472656,19.440000534057617,49892200,0,0
2012-08-23,19.5,19.729999542236328,19.360000610351562,19.440000534057617,32813700,0,0
2012-08-24,19.520000457763672,19.68000030517578,19.25,19.40999984741211,29622200,0,0
2012-08-27,19.489999771118164,19.530000686645508,19.100000381469727,19.149999618530273,20704000,0,0
2012-08-28,19.100000381469727,19.3799991607666,18.950000762939453,19.34000015258789,25417000,0,0
2012-08-29,19.31999969482422,19.3799991607666,19.06999969482422,19.100000381469727,16124700,0,0
2012-08-30,19.270000457763672,19.450000762939453,19.059999465942383,19.09000015258789,30647500,0,0
2012-08-31,18.68000030517578,18.700000762939453,18.030000686645508,18.059999465942383,58764200,0,0
2012-09-04,18.079999923706055,18.270000457763672,17.549999237060547,17.729999542236328,46622400,0,0
2012-09-05,18.270000457763672,18.75,18.18000030517578,18.579999923706055,60781800,0,0
2012-09-06,18.739999771118164,19.260000228881836,18.719999313354492,18.959999084472656,46066500,0,0
2012-09-07,19.100000381469727,19.420000076293945,18.780000686645508,18.979999542236328,36371700,0,0
2012-09-10,19.059999465942383,19.200000762939453,18.549999237060547,18.809999465942383,24797800,0,0
2012-09-11,18.920000076293945,19.579999923706055,18.850000381469727,19.43000030517578,50508200,0,0
2012-09-12,20.760000228881836,21.15999984741211,20.280000686645508,20.93000030517578,121584000,0,0
2012-09-13,20.959999084472656,21.479999542236328,20.610000610351562,20.709999084472656,65041600,0,0
2012-09-14,21.1299991607666,22.079999923706055,20.899999618530273,22.0,72819800,0,0
2012-09-17,22.670000076293945,22.75,21.5,21.520000457763672,50667600,0,0
2012-09-18,21.600000381469727,21.979999542236328,21.3700008392334,21.8700008392334,36760500,0,0
2012-09-19,21.989999771118164,23.3700008392334,21.770000457763672,23.290000915527344,78782800,0,0
2012-09-20,23.020000457763672,23.239999771118164,22.540000915527344,22.59000015258789,57248900,0,0
2012-09-21,22.969999313354492,23.239999771118164,22.600000381469727,22.860000610351562,51218100,0,0
2012-09-24,21.780000686645508,21.979999542236328,20.360000610351562,20.790000915527344,79106500,0,0
2012-09-25,21.200000762939453,21.209999084472656,20.219999313354492,20.280000686645508,46291700,0,0
2012-09-26,20.149999618530273,20.780000686645508,19.799999237060547,20.6200008392334,38271900,0,0
